ID,LakeName,ResidentialCount_2004,ResidentialCount_2005,ResidentialCount_2006,ResidentialCount_2007,ResidentialCount_2008,ResidentialCount_2009,ResidentialCount_2010,ResidentialCount_2011,ResidentialCount_2012,ResidentialCount_2013,ResidentialCount_2014,ResidentialCount_2015,AgriculturalCount_2005,AgriculturalCount_2006,AgriculturalCount_2007,AgriculturalCount_2008,AgriculturalCount_2009,AgriculturalCount_2010,AgriculturalCount_2011,AgriculturalCount_2012,AgriculturalCount_2013,AgriculturalCount_2014,AgriculturalCount_2015,CommercialCount_2005,CommercialCount_2006,CommercialCount_2007,CommercialCount_2008,CommercialCount_2009,CommercialCount_2010,CommercialCount_2011,CommercialCount_2012,CommercialCount_2013,CommercialCount_2014,CommercialCount_2015,IndustrialCount_2005,IndustrialCount_2006,IndustrialCount_2007,IndustrialCount_2008,IndustrialCount_2009,IndustrialCount_2010,IndustrialCount_2011,IndustrialCount_2012,IndustrialCount_2013,IndustrialCount_2014,IndustrialCount_2015,PublicCount_2005,PublicCount_2006,PublicCount_2007,PublicCount_2008,PublicCount_2009,PublicCount_2010,PublicCount_2011,PublicCount_2012,PublicCount_2013,PublicCount_2014,PublicCount_2015
162,Lochness Lake,,0,-71.79166667,-0.118059531,-0.027902214,-0.005852322,-0.020549641,-0.005943717,-0.014952369,-0.030652251,-0.029279539,-0.027998656,0,0.985893898,0.076086957,0.023529412,-0.048192771,-0.08045977,0,-0.095744681,-0.009708738,0.009615385,0.058252427,0,0.403508772,-0.205882353,-0.06402439,0.011461318,0.023188406,0.005934718,-0.041791045,0.040114613,-0.041791045,-0.005730659,0,0,-0.042735043,0.090163934,-0.045045045,0.068965517,-0.009259259,0.04587156,0.009615385,0.097087379,0,0,0,-0.091872792,-0.1197411,-0.034682081,-0.022346369,-0.06557377,-0.020512821,-0.055276382,-0.066666667,-0.008928571
163,Lone Lake,,0,-0.062435394,-0.003502627,-0.638161722,-0.010061553,0.002226649,0.004110876,-0.006840429,-0.130022256,0.019487924,-0.032244423,0,-0.249693502,-0.004578156,-1.069661458,-0.005662158,0.001876759,0.003760577,-0.003774772,-0.285490442,0.023647001,-0.038951311,0,0.034482759,-0.005952381,-0.082840237,0.054644809,-0.005780347,-0.017241379,0,-0.056497175,0.010695187,0.032432432,0,-0.024787535,0.002073255,-0.951523546,-0.001774308,0.012752391,0.012199498,0.00072648,0.965103599,0,0,0,-0.921111111,-0.008675535,-1.081995413,0,-0.006609749,0.006566347,-0.006609749,-0.859370725,0.031930547,-0.047423621
164,Long Lake,,-0.276587922,-0.092165899,-0.001845992,-0.000658068,-0.004998027,0.065763644,0.001120684,0.00266461,0.076144273,0.07412481,-0.001068552,-26,0.268518519,0.025316456,-0.350649351,0.307692308,-0.194444444,-0.465116279,0.365079365,0.0625,0.026666667,0.02739726,-10.95454545,0.152091255,-0.022421525,-0.100877193,0.027888446,-0.471311475,-0.038997214,-0.144772118,0.004683841,0.011764706,-0.004761905,-1.5,-0.5,-0.019047619,-0.065420561,0.061403509,0.056074766,-0.128712871,-0.035087719,-0.042372881,-0.024390244,0,-1.054794521,-0.503333333,-0.033259424,0.150214592,-0.21969697,0.149068323,-0.060827251,-0.027522936,0.004464286,-0.031390135,0.013043478
165,Loon Lake,,0,0,0,0.008928571,-0.009009009,0.473214286,-0.118644068,0.136363636,-0.01754386,0,0,0,0,0,-0.08,0.074074074,-0.2,-0.066666667,0.125,0.071428571,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517241379,-1.071428571,0.034482759,-0.5,0.333333333,0.071428571,0,0.307692308
166,Lost Lake,,0,-0.812901047,0.017138599,-0.013078089,0.007857811,0.22421271,0.001215362,0.003407155,0.282783883,0.00102145,0.003067485,0,0,0,0,0,0,0,0,0,0,0,0,-0.006802721,0,-0.648648649,0.159836066,-0.526829268,-0.006389776,0.025396825,-0.358306189,0,0.004796163,0,0.142857143,-0.333333333,-0.125,0.111111111,0,0,-7,-0.90625,-0.004098361,0,0,-14.07142857,0.037914692,0.472906404,-0.887850467,-0.108910891,-0.035714286,-0.025862069,0.012605042,0.025531915,0.056768559
167,Lotus Lake,,-0.974305191,-0.002390438,0.000529942,0.001060445,0.007961783,0.209470305,-0.000338409,0.00608931,0.229748128,0.02386213,-0.000905387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-3.714285714,0.787878788,-4.785714286,0.024691358,0.037974684,0.039473684,0.04109589,-0.028571429,-11,0.083333333,0,-0.090909091,0.083333333,0,-0.090909091,0,0,-0.083333333,0,-0.063063063,0,0.016949153,-0.034482759,0.041666667,-0.052173913,0,0,-0.041322314,0.031746032,-0.016393443
168,Louise Lake,,0,0,0,0.0125,-0.037974684,0.43902439,-0.065217391,0.142857143,0,0,0.023809524,0,0,0.093023256,-0.051282051,0.048780488,-0.333333333,0.115384615,0.173913043,0,0,0.184210526,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473684211,-0.9,-0.684210526,0.25,0.166666667,0,0,0.4
169,Lower Prior Lake,,0.401480638,1,0,0,0,0,0.003787879,-0.019961977,-0.613233924,0.378971693,0.001860465,0.166666667,1,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356321839,1,0,0,0,0,0,-0.035714286,0.034482759,0,-0.107142857
170,Lucy Lake,,-0.190792839,-0.001718213,0.003430532,0.003442341,0.001295337,0.386943364,0.002820874,0.014851485,-0.019382627,0.059859155,-0.001498127,-14.5,0.935483871,0,0,0,0,0,0,0.5,-1,1,0,0,0,-2.625,0.724137931,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176470588,-0.35,0.024691358,-0.075949367,0,0.105882353,-0.052631579,0,0,0.0375,-0.077922078
171,Lynch Lake,,0,0,0,-0.009090909,-0.009009009,0.419642857,-0.046153846,0.073529412,0,0,0,0,0,0.048780488,-0.076923077,0.023809524,0.170731707,-0.058823529,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,1,0,0,0
172,MacDonald Lake,,0,0,0,0.061349693,-0.065359477,0.490797546,-0.072289157,0.101123596,0,-0.0125,0.037037037,0,0,0.013333333,-0.013513514,0,-0.066666667,-0.725,0.434782609,0,0.025641026,0.052631579,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,-2,-0.333333333,0.5,0,0,0
173,Magda Lake,,0,0.02834525,0.005519054,-0.006871036,0.001049869,0,0,0.000262743,0.272536137,0.000722543,0.000723066,0,0,0,0,0,0,0,0,0,0,0,0,0.039215686,0.020408163,-0.339285714,0.217777778,-0.017045455,0.005586592,0.033707865,0.023255814,-0.005952381,-0.017751479,0,-0.055045872,-0.013043478,-0.154506438,0.096654275,-0.016460905,0.008097166,-0.024489796,-0.003984064,0,0,0,0,0,-0.066666667,0,0,0,0,0,0,0
174,Maple Marsh Lake,,0,0,0,0,0,0.5,0,0,0,0,0.272727273,0,0,0,0,0,-0.25,0.133333333,0,0,0,0.192307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,-0.25,0.266666667,0,0,0,0.045454545
175,Marcott Lake,,-0.005228303,-0.000693481,-0.002079002,0.000345781,0.001383604,-0.013508833,-0.002734108,-0.014996592,-0.020483546,-0.027969727,-0.021766965,0,-0.057142857,0.108108108,0.060606061,0,-0.064516129,0,0.242424242,-0.08,0,-2,-0.028571429,0,-0.027777778,0.027027027,-0.055555556,-0.263157895,0,0,-0.0625,0,0.019607843,0.040816327,0,0,-0.468085106,-0.057971014,0.246575342,0,0,0,-0.036363636,0,0,0,0,0,0,0,0,0,0,0,0
176,Maria Lake,,0.184674575,0.882029099,-0.033333333,-0.009677419,-0.012779553,-6.889589905,-0.012395042,-0.000789889,-0.308997632,0.235152246,-0.000394166,0.165012407,0.240713224,0.003913894,-0.00589391,0.001953125,-0.295499022,0.033232628,0,-0.0234375,-0.024427481,-0.005961252,-14.66666667,1,0,0,0,0,-31.375,0.084942085,0.056962025,-0.073825503,0,0.387755102,1,0,0,0,0,-1.049180328,0.144,0.074766355,-0.181818182,0,0.357552581,0.958333333,0,0,0,-28.5,-0.17433414,0.020618557,0.033684211,-0.02832244,-0.038135593
177,Marion Lake,,0.002114636,-0.001226857,-0.003007686,-0.007774323,-0.000771435,-0.089087105,0.006167846,-0.077729169,-0.045124139,0.038207931,-0.04338843,-0.687933426,0.679539852,0.056410256,0.051630435,0.017191977,-0.27696793,-0.221461187,0.145794393,-0.304157549,0.104026846,-0.31835206,-0.091116173,0.054279749,-0.013245033,0.013071895,0.015452539,-0.022421525,-0.206140351,0.036363636,0.013207547,-0.034416826,0.003696858,-0.025641026,0.0125,0,0.025316456,-0.090909091,-0.071428571,-0.1,0.04040404,0.042105263,-0.065934066,0,0.317757009,0.575342466,-0.193548387,0.027027027,-0.027777778,-1.081081081,-0.090909091,0,-0.05952381,-0.033707865,0.065217391
178,Markgraf Lake,,0,0,0.014563107,-0.074438971,0.047885889,0.47458534,0.00101833,0.003058104,-0.001022495,0.002042901,-0.042988741,0,0,0,0,0,-0.75,0.428571429,0.375,0.4,0.333333333,0.25,0,0,0,0,0,0,-0.030612245,-2.544554455,0.002793296,-0.008403361,0.019444444,0,0,0.68,0,0,-1,0.25,-47.66666667,0.006849315,-0.013793103,0.040816327,0,0,-0.026785714,0.530434783,-1,-0.944444444,0.00952381,0.019230769,0.009803922,0.00990099,-0.025
179,Markley Lake,,0.34235888,1,0,0,0,0,-0.004726536,-0.020833333,-0.435154707,0.285321101,-0.030808729,0.815384615,1,0,0,0,0,-0.2,0,-12.08333333,0.936305732,0,0,1,0,0,0,0,0,0.098901099,0.207317073,-0.353846154,-0.022727273,-1.222222222,1,0,0,0,0,-1,0.14516129,0.301886792,-0.567567568,0,0.317269076,1,0,0,0,0,-0.035928144,-0.023121387,-0.005649718,-0.02247191,0
180,Marsh Lake,,0.033707865,0.011627907,0,-0.023529412,-0.057471264,0.489130435,0.021276596,-0.02173913,-0.425531915,-0.76119403,0.042372881,0,0.020833333,-0.021276596,0.020833333,0.063829787,0.045454545,0.142857143,-0.277777778,0.130434783,-0.15,0,0,0,0,0,0,0,0,0,-0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,-0.5,0,0,-0.5,0,-0.444444444
181,Marshan Lake,,0,-308.3333333,-0.023706897,0.049473684,-0.009966777,-0.001096491,-0.002190581,-0.001092896,-0.001091703,-0.002181025,-0.001088139,0,0.996634885,0,0.333333333,-0.5,0,0,0,0,0,0,0,0.387559809,-0.265625,-0.012345679,-0.012195122,0.180722892,0,-0.014705882,-0.028985507,-0.028169014,0,0,0,-0.017094017,0.008403361,0,0,0.016949153,-0.103448276,0,0.078125,0,0,0,0.024096386,0.104938272,-0.013793103,-0.204081633,-0.005649718,0.005617978,0.02259887,-0.034682081,0.011173184
182,Martin Lake,,0,-3.632022472,-0.029108551,-0.003535651,0.013505578,0.004761905,-0.001196172,-0.006571087,-0.001780415,0.001184834,-0.00059312,0,0.920889179,-0.024793388,0.100806452,0.013452915,-0.081818182,0.016806723,-0.132478632,-0.003773585,-0.007518797,-0.007462687,0,-51.25,0.057416268,0.19035533,-0.018808777,0.012307692,0.018691589,-0.003174603,0.050632911,0.006666667,0.033557047,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005319149,0.047619048,0,0.1,-0.018518519,-0.036363636,0,0,0.035087719
183,Masterman Lake,,0,0,0.022727273,-0.023255814,-0.015151515,0.429104478,-0.078431373,0.151515152,0.007142857,-0.014388489,0,0,0,0.111111111,0.0625,0.066666667,-0.285714286,-0.166666667,0.666666667,0,0,0,0,0,0,-0.5,0.333333333,-3,-0.5,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.9375,-0.161290323,-0.722222222,0.483870968,0.0625,-0.066666667,0.09375
184,Mays Lake,,0,0,0,0.333333333,0,0,0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,-1,-0.4,0,0.285714286,0,0.4,0
185,McCarrons Lake,,-0.002880807,-0.047396768,-0.008141927,-0.002890419,0.007798593,-0.021401111,-0.000669148,0.024491161,-0.012424489,0.212305869,0.000913291,0,0.111111111,-0.125,0.111111111,0.375,-13.7,0.027210884,0.93006993,0.4,-0.333333333,1,0,0,0,0,0,0,0.001560062,-1.0875,0.013473054,0,-0.006069803,-0.048387097,0.054945055,-0.034883721,0.040449438,-0.023419204,0.297482838,0.019543974,-0.38538206,0.019184652,0.039119804,-0.010178117,-0.015536723,0.033379694,0.015827338,-0.018274854,-0.023689878,0.556802244,0.001582278,-1.117274168,0.012724551,0.036391205,0.075531078
186,McDonald Lake,,0,0,-0.010291595,0,-0.003395586,0.480541455,0.003257329,0.026143791,0,0,0.013422819,0,0,-0.095238095,0.043478261,-0.045454545,0.217391304,-0.111111111,0.5,0,0,-0.2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545,-1.2,-0.545454545,0.117647059,0.133333333,0,0,0
187,McDonough Lake,,-0.006810443,0.000187899,0.000375869,-0.000752021,0,-0.000751456,0,0,0.000375446,0,-0.004507042,0,0,0,0,0,0,0,0,0,0,0,-0.117647059,0,0.052631579,0,0.027777778,-0.028571429,0,0.055555556,-0.441176471,0,0.12244898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,McKnight Lake,,-0.014705882,-0.217391304,0.015873016,0.024193548,-0.004132231,0.341563786,-0.06875,-0.046783626,0,0.011173184,0,-2.9,0.769230769,0,0.111111111,0,0.0625,0,0.066666667,-0.071428571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272727273,0,0,0,-0.142857143,0.125,-0.071428571,0.033333333
189,McKusick Lake,,0,0,0.007969152,-0.019435087,0.012455516,0.484684685,-0.000999001,0.009481038,0.003526448,0,0.005055612,0,0,0,-1.428571429,0.588235294,-0.428571429,0,0.6,-0.5,0.333333333,0,0,0,0,0,1,0,0,0.183908046,0,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042821159,0.478947368,-1.005050505,-0.219143577,0.004132231,-0.041493776,0.051792829,-0.033613445,0.103658537
190,McMahon Lake,,0.305797101,1,0,0,0,0,-0.068720379,-0.168514412,-0.351802657,0.361313869,-0.000879121,0.37524558,1,0,0,0,0,0.020987654,-0.008827238,0.00625,-0.040251572,-0.021765417,-4.666666667,1,0,0,0,0,-35.5,0.006849315,0.075862069,-0.104477612,-0.013513514,0,0,0,0,0,0,-1,0,0,0,0,0.1,1,0,0,0,0,-0.155844156,-0.011235955,-0.177777778,-0.04245283,-0.067873303
191,Meadow Lake,,0,0.005785414,0.004232058,-0.024260669,-0.00242047,0.00103484,0.001726519,-0.001037703,0.214927436,0.001100352,-0.033928178,0,0,0,0,0,0,0,0,0,0,0,0,0.251173709,-0.103448276,-0.761363636,0.361290323,0,-0.035353535,0.004878049,0.024509804,-0.015075377,0.03960396,0,0.025906736,0,-0.111702128,0.119617225,-0.010869565,-0.010752688,0.031914894,-0.010989011,-0.826086957,0.017857143,0,-0.162790698,-0.14,-0.228070175,0.057142857,0,0,0.045454545,-0.015873016,0,0
192,Medicine Lake,,0,-0.004504505,0.030108905,-0.013870542,0.000651466,0,-0.001955671,0.001951854,0.292046936,-0.003683241,0.018348624,0,0,0,0,0,0,0,0,0,0,0,0,-0.098360656,0,-0.089552239,-0.01369863,0,0.162162162,0,0.016129032,0,0,0,0,0,-1.130434783,0.530612245,0,-0.347826087,0,-0.032258065,0,0.03125,0,0,0,0,0,0,0,0,0,0,0
193,Medina Lake,,0,-0.08059495,-0.069142125,-0.035628743,-0.00318011,-0.056772334,-0.022907008,-0.038389763,0.359691913,-0.060144346,-0.081694402,0,-0.959183673,0.567708333,-0.259036145,0.133971292,-0.397790055,-0.031620553,0.030651341,-0.501976285,-0.518421053,0.336221837,0,-0.177285319,-0.014117647,0.136890951,-0.01344086,0.00530504,-0.013333333,-0.015789474,0.158031088,-0.012307692,0.036474164,0,0,0,-0.065789474,0.012345679,0,-0.475,0.322033898,-0.975,-0.012658228,-0.0375,0,-0.06097561,-0.08045977,-0.010638298,-0.052631579,-0.04,0,-0.052884615,-0.082191781,-0.088607595,-0.23255814
194,Mergens Pond,,0,0,0,-0.002816901,0.003745318,0.484022556,-0.012750455,0.03057554,-0.005565863,0,0.003690037,0,0,0,-0.125,0.111111111,-1.25,-0.111111111,0.3,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,-1.75,-0.181818182,0.461538462,0,0.142857143,0
195,Meuwissen Lake,,0.005586592,-0.842696629,-0.091463415,0.05027933,0.008823529,0.359050445,0.032407407,0.004784689,-0.149038462,0.037656904,-0.004347826,-2.166666667,0.696356275,0,-0.4,-0.095238095,0.034782609,-0.09009009,-0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-0.333333333,0.0625,0,0,-0.266666667,0.263157895,-0.5
196,Miller Lake,,-0.031578947,0,-0.020408163,0.02,-0.020408163,0.34,0,0.090909091,-0.266666667,0.118421053,-0.029850746,0,-0.034246575,-0.033112583,-0.006410256,0,0.063694268,-0.006802721,0.02027027,0,-0.062068966,0.012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,-0.333333333,0,-0.25,0,0
197,Minnetoga Lake,,0,0.002923977,0,-0.001629195,-0.002602472,0.008111616,0.01537455,0,0.37076412,0.001583949,-0.001057641,0,0,0,0,0,0,1,0,0,0,0,0,-0.045454545,-0.043478261,0,0,0,0,0,0.041666667,0,0.043478261,0,0,0,-0.1,0.090909091,0,-0.2,0,0.333333333,0.5,0,0,0,0,0,0,0,0,0,0,-0.428571429,0
198,Minnetonka Lake,,0,0.028957529,0.003976143,0.005988024,-0.006024096,-0.003992016,0.007952286,-0.002004008,0.416,0.01369863,-0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,-0.4,0,0,0,-0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Minnewashta Lake,,-1.140985652,-0.027680653,-0.014176354,0.001397819,0.002799552,0.183885458,-0.001031992,0.02371134,0.194649771,-0.006118881,0.003909644,-17.25,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.039473684,0.088607595,-0.388888889,0,-0.01,0.03960396,-0.020618557,0.02020202,0,0,0,0,-1,0,0,0,0,0,-1,-0.461538462,-0.147368421,0,-0.036697248,0,0.115044248,0,0,-0.01,-0.00990099,0
200,Mitchell Lake,,0,0.041388986,0.000365898,-0.016105417,0.011527378,0,0.001457726,0,0.378467153,-0.000587199,0.000586854,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.019230769,-0.547169811,0.317073171,-0.071428571,0.033333333,0,0,0,-0.034482759,0,-0.15,0.086956522,-0.428571429,0.2,0,0,0,0,0,0,0,0,0,0,-0.025,-0.024390244,0,0.047619048,0,0,0
201,Moody Lake,,0,0,0,0,0,0.454545455,0,0.083333333,0,0.181818182,-0.111111111,0,0,0,0,0,-0.5,0,0.333333333,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,0,0,0,0
202,Mooney Lake,,0,0.005928321,-0.000135538,0.000406559,-0.001491323,-0.000135373,-0.000947482,-0.000676133,0.389189189,-0.000884956,-0.003536693,0,0,0.028985507,0.029850746,0.030769231,0.047619048,0,-0.133333333,0.088235294,-0.225806452,-0.315789474,0,-0.361702128,-0.01953125,-0.620689655,-0.307328605,-0.028933092,0.530755712,0.011235955,-0.575757576,0.362980769,-0.01509434,0,-1.830769231,0,-0.826086957,-0.43452381,0,0.614107884,-0.010752688,-0.808510638,0.905882353,0,0,0,-0.581395349,-0.073529412,-0.01369863,0,0,-0.013513514,0.013333333,0,0
203,Moore Lake,,-1.767605634,-11.15267176,0.002093802,0.001468737,-0.000420256,0.001260239,0.000630915,0.000631313,0.014950516,0.010047029,-0.002591233,0,1,0,0,0,0,0,0,0,0,0,0,-0.173333333,0.028409091,0.093567251,0.025806452,0.013245033,0.013422819,-0.020408163,0.046666667,-0.006993007,-0.034722222,0,-36,0,0.135135135,0.0625,0,0,0,0,0.033333333,0.034482759,0,0,-0.017301038,0.100340136,-0.04536862,0,-0.007233273,0.008976661,-0.014492754,0.042857143,0.014925373
204,Mud Lake,,0,0,0,0.5,-1,0,0,0.25,0,0,0,0,0,0,-0.038461538,0.037037037,-0.153846154,-0.133333333,0.294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,-2,-0.666666667,0.8,0,0,0
205,Myers Lake,,-0.053571429,-0.050847458,-0.016129032,-0.031746032,0.015384615,0.15625,0,0.092592593,-0.183673469,0.051724138,0,-0.019230769,-0.037735849,0.018181818,0.009259259,0,0.018691589,0.019047619,-0.038834951,0.009345794,-0.132075472,0.016666667,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,-0.666666667,0,0.3,0.142857143,-0.166666667,0
206,Nokomis Lake,,-6.164695801,-0.006290963,-0.010530319,-0.014631163,-0.004775815,-0.002468851,0.001841324,0.001544954,0.090138568,0.034190421,0.000131406,0,-1.164383562,-2.417721519,-1.4,-0.160493827,-0.031914894,0.051546392,0.032608696,-0.005617978,0,0.002793296,0,-0.370125348,-0.039898348,-1.07111437,0.070088496,-0.237660195,0.046339963,0.156632982,0.043977055,0.110666667,0.002398801,-9.419354839,-1.024767802,0.089194699,-1.825405708,0.025351555,-0.318024792,0.090810977,0.272002713,0.075937573,0.410637762,0.005132592,-0.225225225,-3.680147059,-0.002356638,-2.409090909,-0.001149425,-0.346498278,0.068894952,0.286080586,0.083889174,0.227107253,0.002898551
207,Normandale Lake,,0,-0.048505186,0.016293279,-0.06773144,0.005817175,-0.131095013,-0.000246336,0.000123138,0.261206897,-0.000333389,0.000166639,0,-3.659574468,0.228310502,-1,0,-0.934911243,0,0,0,0,0,0,-2.233716475,0.174170616,-0.764705882,0.013821138,-0.784006595,0.002772643,0.000926784,0,-0.000927644,-0.001853568,0,-0.095238095,0.086956522,-0.285714286,-0.185185185,-1.25,0,-0.055555556,0.5,0.052631579,0.055555556,0,0,0,-0.125,0.027777778,0,0,0,-0.028571429,0,0
208,North Twin Lake,,0,0,0,0.004291845,-0.004310345,0.403433476,-0.071942446,0.174496644,0.008130081,0,0.081967213,0,0,0,-0.032258065,0.03125,-0.35483871,-0.047619048,0.590909091,-0.111111111,-0.2,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518518519,-1,-0.461538462,-0.578947368,0.533333333,0,0,0.071428571
209,Northwood Lake,,0,-0.016174146,0.022977501,-0.078025478,-0.00034087,0.000227169,0.000340832,0.001136493,0.221868244,-0.00029244,-0.063002485,0,-2,0,-3,0,0,0,0,0,0,-0.5,0,0.068627451,-0.010526316,-0.322916667,0.223097113,0.013513514,-0.020547945,-0.013422819,0.013245033,0,-0.026845638,0,0.031531532,-0.027906977,-0.230769231,0.007352941,0.014814815,0,-0.007518797,0,0,0.02238806,0,-2.144578313,0,-2.417624521,0,0,0,0,-0.001121076,0,-0.470324748
210,O'Connors Lake,,0,0,0.024691358,0.03164557,-0.045751634,0.475,0.035714286,0.074074074,-0.013333333,-0.013157895,0.038961039,0,0,0.035714286,0.018518519,0.018867925,-0.269230769,0,0.212121212,0.038461538,0,0.14,0,0,0,0,0,-2.75,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,-0.230769231,0,0.125,0,0,0.107142857
211,O'Dowd Lake,,0.316095567,1,0,0,0,0,-0.004168404,-0.056454961,-0.423772102,0.314060991,0.001408167,0.42364532,1,0,0,0,0,-0.095238095,0.097826087,0.012048193,-0.012195122,-0.024096386,-1.923076923,1,0,0,0,0,-4.692307692,0.067567568,-0.043478261,-0.013888889,-0.01369863,0,0,0,0,0,0,0,0.416666667,0,-0.142857143,-0.25,0.287907869,1,0,0,0,0,-0.095238095,-0.012787724,-0.007575758,-0.005012531,0.002493766
212,Oak Lake,,-0.125,0,-0.037037037,-0.023809524,0.046511628,0.304878049,0,0.070175439,-0.339622642,0.154929577,0,-0.098360656,-0.029850746,-0.028985507,0,-0.028169014,0,-0.02739726,0,-0.04,0.051282051,-0.027027027,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0,-0.25,0.066666667,0
213,Ohmans Lake,,0,-0.020289855,-0.007575758,0.005639098,-0.014177694,0.010251631,0.007532957,-0.051233397,0.007220217,-0.000909091,0.010899183,0.012578616,0.012738854,-0.077419355,0.083832335,0.032679739,-0.77027027,-0.072519084,0.106761566,0.007968127,0.012048193,0.349593496,0.073170732,-0.039473684,0.037974684,-0.013157895,-0.155844156,0,-0.449438202,0.310077519,0.02247191,0.045977011,-0.048192771,-0.018382353,-0.036101083,-0.066202091,0.003267974,0.032786885,-0.020338983,-0.059800664,0.112852665,0.038869258,-0.007352941,-0.02919708,0.068965517,-0.259259259,0,0,-0.294117647,-0.022727273,-0.088888889,0,0.040816327,0,0.340425532
214,Olson Lake,,0,0,0.002440513,-0.012844037,0.008454106,0.498781973,0.001215067,0.003649635,-0.007326007,0.016969697,-0.009864365,0,0,0,0,0,0.454545455,0,0,0,-0.333333333,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0.490566038,-0.925925926,-0.192307692,0,0,0,0,0
215,Oneka Lake,,0,0,-0.006414368,-0.007010835,-0.000632911,0.45540797,0.010452962,0.050469484,0.002472188,0,0.021065675,0,0,0.026229508,0.026936027,0.01384083,-0.10877193,-0.025316456,0.271604938,-0.025423729,0.016528926,0.100840336,0,0,0,0,0,0,-0.050847458,0,0,0,0.080645161,0,0,0,0,0,0,0,0,0,-0.375,0.079545455,0,0,0.047619048,0.425,-0.739130435,-0.625,-0.076923077,0.242857143,0,0.226415094,0.012195122
216,Orchard Lake,,0.112881202,0.136480246,-0.051099228,-0.005652911,0,-0.202360877,0.002805049,-0.037974684,-0.074977416,0.099159664,-0.006063433,-0.634615385,0.317647059,0.74137931,0.266666667,0,-1.636363636,-0.068965517,-0.032258065,0,0,-0.03125,-0.75,0.428571429,0,0,0,0,-1.25,-0.055555556,0.157894737,-0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0.258503401,1,0,0,0,0,-0.036697248,0,0,-0.008849558,0
