ID,LakeName,ResidentialCount_2004,ResidentialCount_2005,ResidentialCount_2006,ResidentialCount_2007,ResidentialCount_2008,ResidentialCount_2009,ResidentialCount_2010,ResidentialCount_2011,ResidentialCount_2012,ResidentialCount_2013,ResidentialCount_2014,ResidentialCount_2015,AgriculturalCount_2004,AgriculturalCount_2005,AgriculturalCount_2006,AgriculturalCount_2007,AgriculturalCount_2008,AgriculturalCount_2009,AgriculturalCount_2010,AgriculturalCount_2011,AgriculturalCount_2012,AgriculturalCount_2013,AgriculturalCount_2014,AgriculturalCount_2015,CommercialCount_2004,CommercialCount_2005,CommercialCount_2006,CommercialCount_2007,CommercialCount_2008,CommercialCount_2009,CommercialCount_2010,CommercialCount_2011,CommercialCount_2012,CommercialCount_2013,CommercialCount_2014,CommercialCount_2015,IndustrialCount_2004,IndustrialCount_2005,IndustrialCount_2006,IndustrialCount_2007,IndustrialCount_2008,IndustrialCount_2009,IndustrialCount_2010,IndustrialCount_2011,IndustrialCount_2012,IndustrialCount_2013,IndustrialCount_2014,IndustrialCount_2015,PublicCount_2004,PublicCount_2005,PublicCount_2006,PublicCount_2007,PublicCount_2008,PublicCount_2009,PublicCount_2010,PublicCount_2011,PublicCount_2012,PublicCount_2013,PublicCount_2014,PublicCount_2015
143,Lac Lavon Lake,0.988875646,0.988081049,0.988081049,0.988081049,0.986889154,0.986491855,0.986491855,0.987286452,1,0.999205403,0.999205403,0.998410807,0.25,0.75,0.75,0.75,1,1,0.75,0.75,0,0,0,0,0.894736842,0.842105263,0.894736842,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
144,Laddie Lake,0.029396985,0.029773869,0.987437186,1,0.98178392,0.982788945,0.985050251,0.983919598,0.98379397,0.985427136,0.975879397,0.97638191,0,1,0.000136416,0,0,0,0,0,0,0,0,0,0,1,0.606519208,0.591385332,0.54540163,0.537834692,0.538998836,0.529685681,0.54016298,0.541327125,0.536088475,0.540745052,0,0,0.832653061,1,0.987755102,0.997959184,0.98877551,0.996938776,0.986734694,0.984693878,0.960204082,0.956122449,0,0,0.966149506,0.971791255,0.988716502,1,0.95909732,0.970380818,0.947813822,0.95909732,0.964739069,0.976022567
145,Lake Forest,0.656187123,0.657696177,0.958501006,1,0.909205231,0.912726358,0.911468813,0.911468813,0.908953722,0.910714286,0.657444668,0.657444668,0,1,0,0,0,0,0.010067114,0.010067114,0,0,0,0,0,0,0,0,0,0,0.090909091,0.045454545,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0.847826087,0.891304348,0.97826087,1,1,1,0.576086957,0.597826087,0.869565217,0.847826087,0.804347826,0.760869565
146,Lake of the Isles,0,0.005822008,0.102899549,0.181324841,0.270048554,0.274406344,0.226779427,0.226352024,0.225067551,0.848112092,0.853269,1,0,0.00130205,0.099612066,0.178328613,0.267343399,0.271598127,0.223790843,0.223380004,0.222071137,0.848058695,0.853218723,1,0,0.002600971,0.100560405,0.179021657,0.266357504,0.270735213,0.222910649,0.222715508,0.221302669,0.847818196,0.853003307,1,0,0.000427967,0.157318484,0.176784413,0.276983185,0.27695116,0.199582369,0.198827604,0.198192933,0.786641183,0.787621576,1,0,0.000256214,0.000261496,0.19127527,0.253441383,0.252543315,0.251672982,0.251847313,0.249182164,0.998607995,0.998317443,1
147,Langdon Lake,0,0.842787503,0.88056725,0.861068026,0.998116552,1,0.999889209,0.949146909,0.88156437,0.705406603,0.70717926,0.745956127,0,0.105932203,0.331567797,0.257415254,0.951271186,0.957627119,0.959745763,0.715042373,0.429025424,0.826271186,0.826271186,1,0,0.401140684,0.505069708,0.379594423,1,0.82382763,0.802915082,0.802915082,0.467046895,0.645754119,0.654626109,0.65842839,0,0.036172695,0.217036173,0.033838973,1,0.996499417,0.995332555,0.995332555,0.029171529,0.036172695,0.031505251,0.033838973,0,0.073115004,0.399847677,0.405940594,0.753998477,0.761614623,0.761614623,0.409748667,0.409748667,0.759329779,0.765422696,1
148,Langton Lake,0.990202482,0.984977139,0.992815153,0.99085565,1,0.988896146,0.942521228,0.952971914,0.956237753,0.954931417,0.607446114,0.606792946,0.5,0,0,1,0.5,1,1,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.37037037,0.388888889,1,1,1,0.981481481,0.804347826,0.760869565,0.760869565,0.804347826,0.847826087,0.847826087,0.913043478,1,0.804347826,0.804347826,0.804347826,0.804347826,0.980769231,0.980769231,0.980769231,0.980769231,1,1,0.653846154,0.769230769,0.865384615,0.884615385,0.663461538,0.528846154
149,Laura Lake,0,0.333739095,0.906877663,1,0.939338608,0.934875228,0.930614729,0.932440657,0.931020491,0.77906269,0.781497261,0.78798945,0,1,0.119864464,0.033460398,0.033883947,0.034731046,0.034731046,0.03218975,0.032613299,0.030919102,0.031342651,0.030072003,0,0.937662338,0.854545455,1,0.98961039,0.953246753,0.937662338,0.953246753,0.968831169,0.953246753,0.958441558,0.987012987,0,0.810055866,1,0.994413408,0.988826816,0.966480447,0.955307263,0.944134078,0.955307263,0.944134078,0.932960894,0.972067039,0,0.06514658,0.687296417,0.700325733,0.674267101,0.889250814,0.954397394,0.960912052,0.960912052,0.980456026,1,0.986970684
150,Lee Lake,0.992263056,1,1,0.998065764,0.996131528,0.996131528,0.996131528,0.998065764,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.985185185,0.985185185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
151,Legion Pond,0,0,0.979768786,0.979768786,1,0.98265896,0.476878613,0.476878613,0.476878613,0.476878613,0.476878613,0.473988439,0,0,1,1,1,1,1,1,1,1,1,0.45,0,0,0,0,0,0,0.833333333,0.833333333,1,1,1,1,0,0,0,0,0,0,0,0,0.333333333,0.333333333,1,1,0,0,0.655172414,0.655172414,0.362068966,0.655172414,1,1,1,1,0.862068966,0.827586207
152,Lemay Lake,0.378321043,0.395999596,0.41398121,0.414890393,0.573492272,0.573391252,0.566925952,0.7084554,0.71532478,1,0.930295989,0.930295989,0,0.027796383,0.027796383,0.027461487,0.291359678,0.292029471,0.292029471,0.527126591,0.527126591,1,0.998660415,0.998660415,0.574,0.756,0.754,0.77,0.794,0.892,0.882,0.868,0.982,0.986,0.97,1,0.032096635,0.031406385,0.031406385,0.029680759,0.028817947,0.028127696,0.028127696,0.515444349,0.515271786,1,0.99930975,0.9986195,1,1,1,0.977272727,1,1,0.693181818,0.693181818,0.840909091,0.818181818,0.761363636,0.761363636
153,Levander Pond,0.952892069,0.972484879,0.987051708,0.996762927,0.999403697,0.997785161,1,0.999233325,0.994888832,0.983218332,0.94539569,0.943691967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.925714286,0.942857143,0.942857143,0.93,0.934285714,0.925714286,0.977142857,0.971428571,1,0.994285714,0.964285714,0.974285714,0.921052632,0.921052632,0.98245614,1,0.885964912,0.885964912,0.956140351,0.921052632,0.885964912,0.885964912,0.894736842,0.885964912,0.987261146,0.978768577,0.983014862,0.976645435,1,0.983014862,0.350318471,0.350318471,0.734607219,0.72611465,0.713375796,0.532908705
154,Libbs Lake,0,0.979670522,0.977392219,0.98002103,0.981247809,1,0.987206449,0.974763407,0.977742727,0.603049422,0.608307045,0.610935857,0,0,0,0,0,0,0,0,0,0,1,0,0,0.951807229,0.951807229,0.951807229,1,0.927710843,0.927710843,0.927710843,0.927710843,0.951807229,0.951807229,0.951807229,0,0.9375,0.9375,0.9375,0.96875,0.9375,0.9375,0.9375,1,0.9375,0.9375,0.9375,0,0.548387097,0.516129032,0.516129032,0.548387097,0.903225806,0.903225806,0.838709677,0.838709677,0.870967742,1,1
155,Lily Lake,0,0,0.986721992,0.978008299,1,0.985062241,0.516182573,0.520746888,0.497925311,0.495435685,0.496680498,0.495020747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.985294118,1,0.838235294,0.830882353,0.852941176,0.830882353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.715447154,0.699186992,0.353658537,0.707317073,0.975609756,1,0.918699187,0.93495935,0.926829268,0.906504065
156,Linwood Lake,0,0.118955513,1,0.998065764,0.973887814,0.977756286,0.96615087,0.968085106,0.97582205,0.976789168,0.977756286,0.976789168,0,1,0.085294118,0.085294118,0.077941176,0.077941176,0.078921569,0.076960784,0.096078431,0.097058824,0.097058824,0.097058824,0,0,1,0.925,0.9375,0.9375,0.9125,0.8875,0.875,0.825,0.8,0.8,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.99408284,0.828402367,0.837278107,0.837278107,0.843195266,0.837278107,0.846153846,0.846153846,0.840236686
157,Lippert Lake,0.95890411,0.96347032,0.97716895,0.949771689,0.949771689,1,0.757990868,0.767123288,0.707762557,0.876712329,0.799086758,0.817351598,0.961451247,0.984126984,0.968253968,0.979591837,0.988662132,0.968253968,0.986394558,0.972789116,0.977324263,0.990929705,1,0.997732426,0,0,0,0,0,0,1,0.928571429,1,1,0.857142857,0.785714286,0.666666667,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,1,1,0.318181818,0.409090909,0.454545455,0.545454545,0.590909091,0.590909091,0.818181818,0.727272727,0.636363636,0.636363636,0.909090909,1
158,Little Carnelian Lake,0,0,0.974391805,1,0.966709347,0.99871959,0.564660691,0.564660691,0.545454545,0.544174136,0.546734955,0.535211268,0,0,1,0.82781457,0.841059603,0.841059603,0.821192053,0.821192053,0.662251656,0.675496689,0.635761589,0.635761589,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.836065574,0.836065574,0.43442623,0.868852459,0.983606557,1,0.967213115,0.983606557,0.975409836,0.852459016
159,Little Comfort Lake,0,0,0.666666667,0.666666667,1,1,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,1,1,0,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
160,Little Johanna Lake,0.965417867,0.959654179,0.988472622,0.988472622,0.988472622,0.982708934,0.994236311,0.995677233,1,0.997118156,0.543227666,0.54610951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.111111111,0.111111111,1,1,0.888888889,0.777777778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.904761905,0.952380952,0.904761905,0.904761905,0.80952381,1,0.476190476,0.523809524,0.761904762,0.80952381,0.857142857,0.904761905
161,Little Long Lake,0,1,0.985074627,0.994029851,0.979104478,0.976119403,0.973134328,0.985074627,0.979104478,0.647761194,0.665671642,0.644776119,0,0.735849057,0.867924528,0.716981132,0.754716981,0.698113208,0.962264151,0.924528302,0.924528302,0.943396226,1,0.886792453,0,0.727272727,0.727272727,0.727272727,0.727272727,0.727272727,0.818181818,0.818181818,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.9,1,0.8
162,Lochness Lake,0,0.010458656,0.761302974,0.851182046,0.87493191,0.880052293,0.898137052,0.903475324,0.916984421,0.945092058,0.972763918,1,0,1,0.014106102,0.013032812,0.012726158,0.013339466,0.014412757,0.014412757,0.015792702,0.015946029,0.015792702,0.014872738,0,1,0.596491228,0.719298246,0.765350877,0.756578947,0.739035088,0.734649123,0.765350877,0.734649123,0.765350877,0.769736842,0,0,0.959016393,1,0.909836066,0.950819672,0.885245902,0.893442623,0.852459016,0.844262295,0.762295082,0.762295082,0,0,0.626106195,0.683628319,0.765486726,0.792035398,0.809734513,0.862831858,0.880530973,0.92920354,0.991150442,1
163,Lone Lake,0,0.495391233,0.52632118,0.528164687,0.865219172,0.873924621,0.871978697,0.868394101,0.874334289,0.988017206,0.968762802,1,0,0.294039894,0.367459745,0.369142033,0.763999039,0.768324922,0.766882961,0.763999039,0.766882961,0.985820716,0.962509012,1,0,0.930481283,0.898395722,0.903743316,0.978609626,0.92513369,0.930481283,0.946524064,0.946524064,1,0.989304813,0.957219251,0,0.500177117,0.512575275,0.511512575,0.998228835,1,0.987247609,0.975203684,0.974495218,0.034006376,0.034006376,0.034006376,0,0.130605137,0.25090698,0.253083732,0.52691917,0.52691917,0.530401974,0.52691917,0.530401974,0.986213902,0.954723552,1
164,Long Lake,0.711883261,0.908781573,0.992540243,0.994372464,0.995026829,1,0.934236356,0.933189373,0.930702788,0.8598351,0.796099987,0.796950661,0.031746032,0.857142857,0.626984127,0.611111111,0.825396825,0.571428571,0.682539683,1,0.634920635,0.595238095,0.579365079,0.563492063,0.051522248,0.615925059,0.522248244,0.533957845,0.587822014,0.571428571,0.840749415,0.8735363,1,0.995316159,0.983606557,0.988290398,0.222222222,0.555555556,0.833333333,0.849206349,0.904761905,0.849206349,0.801587302,0.904761905,0.936507937,0.976190476,1,1,0.302277433,0.621118012,0.933747412,0.964803313,0.819875776,1,0.850931677,0.902691511,0.927536232,0.923395445,0.952380952,0.939958592
165,Loon Lake,0,0,1,1,0.991071429,1,0.526785714,0.589285714,0.508928571,0.517857143,0.517857143,0.517857143,0,0,0.78125,0.78125,0.84375,0.78125,0.9375,1,0.875,0.8125,0.8125,0.78125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.69047619,0.69047619,0.333333333,0.69047619,0.666666667,1,0.666666667,0.619047619,0.619047619,0.428571429
166,Lost Lake,0,0.551602086,1,0.982861401,0.99571535,0.987891207,0.766393443,0.765461997,0.762853949,0.547131148,0.54657228,0.544895678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.352517986,0.354916067,0.354916067,0.585131894,0.491606715,0.75059952,0.755395683,0.736211031,1,1,0.995203837,0,0.057142857,0.048979592,0.065306122,0.073469388,0.065306122,0.065306122,0.065306122,0.52244898,0.995918367,1,1,0,0.058823529,0.886554622,0.852941176,0.449579832,0.848739496,0.941176471,0.974789916,1,0.987394958,0.962184874,0.907563025
167,Lotus Lake,0.505299417,0.997615262,1,0.999470058,0.998410175,0.990461049,0.782988871,0.783253842,0.778484367,0.599629041,0.585320615,0.585850556,1,1,1,1,1,1,0,0,0,0,0,0,0,0.172839506,0.172839506,0.172839506,0.814814815,0.172839506,1,0.975308642,0.938271605,0.901234568,0.864197531,0.888888889,0.076923077,0.923076923,0.846153846,0.846153846,0.923076923,0.846153846,0.846153846,0.923076923,0.923076923,0.923076923,1,1,0.880952381,0.936507937,0.936507937,0.920634921,0.952380952,0.912698413,0.96031746,0.96031746,0.96031746,1,0.968253968,0.984126984
168,Louise Lake,0,0,0.975609756,0.975609756,0.963414634,1,0.56097561,0.597560976,0.512195122,0.512195122,0.512195122,0.5,0,0,0.826923077,0.75,0.788461538,0.75,1,0.884615385,0.730769231,0.730769231,0.730769231,0.596153846,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.59375,0.59375,0.3125,0.59375,1,0.75,0.625,0.625,0.625,0.375
169,Lower Prior Lake,1,0.598519362,0,0,0,0,0.601366743,0.599088838,0.611047836,0.985763098,0.612186788,0.611047836,1,0.833333333,0,0,0,0,0.333333333,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.643678161,0,0,0,0,0.643678161,0.643678161,0.666666667,0.643678161,0.643678161,0.712643678
170,Lucy Lake,0.838336192,0.998284734,1,0.996569468,0.993138937,0.991852487,0.60806175,0.606346484,0.597341338,0.608919383,0.572469983,0.573327616,0.064516129,1,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.032258065,0.064516129,0,0,0.275862069,0.275862069,0.275862069,1,0.275862069,0.482758621,0.482758621,0.482758621,0.482758621,0.482758621,0.482758621,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6,0.705882353,0.952941176,0.929411765,1,1,0.894117647,0.941176471,0.941176471,0.941176471,0.905882353,0.976470588
171,Lynch Lake,0,0,0.982142857,0.982142857,0.991071429,1,0.580357143,0.607142857,0.5625,0.5625,0.5625,0.5625,0,0,0.976190476,0.928571429,1,0.976190476,0.80952381,0.857142857,0.666666667,0.666666667,0.666666667,0.666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.4,1,0,0,0,0
172,MacDonald Lake,0,0,1,1,0.938650307,1,0.509202454,0.54601227,0.490797546,0.490797546,0.496932515,0.478527607,0,0,0.543478261,0.536231884,0.543478261,0.543478261,0.579710145,1,0.565217391,0.565217391,0.550724638,0.52173913,0,0,0,0,0,0,0.5,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.25,0.25,0.125,0.25,0.75,1,0.5,0.5,0.5,0.5
173,Magda Lake,0,1,0.97165475,0.966292135,0.972931563,0.971910112,0.971910112,0.971910112,0.97165475,0.706843718,0.706332993,0.705822268,0,0,0,0,0,0,0,1,1,1,1,1,0,0.793333333,0.762222222,0.746666667,1,0.782222222,0.795555556,0.791111111,0.764444444,0.746666667,0.751111111,0.764444444,0,0.810408922,0.855018587,0.866171004,1,0.903345725,0.918215613,0.910780669,0.933085502,0.936802974,0.936802974,0.936802974,0,0.9375,0.9375,0.9375,1,1,1,1,1,1,1,1
174,Maple Marsh Lake,0,0,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.363636364,0,0,0.8,0.8,0.8,0.8,1,0.866666667,0.866666667,0.866666667,0.866666667,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.8,0.8,0.4,0.8,1,0.733333333,0.733333333,0.733333333,0.733333333,0.7
175,Marcott Lake,0.898809524,0.903508772,0.904135338,0.906015038,0.905701754,0.904448622,0.916666667,0.919172932,0.932957393,0.952067669,0.978696742,1,0.432098765,0.432098765,0.456790123,0.407407407,0.382716049,0.382716049,0.407407407,0.407407407,0.308641975,0.333333333,0.333333333,1,0.68627451,0.705882353,0.705882353,0.725490196,0.705882353,0.745098039,0.941176471,0.941176471,0.941176471,1,1,0.980392157,0.671232877,0.643835616,0.643835616,0.643835616,0.945205479,1,0.753424658,0.753424658,0.753424658,0.753424658,0.780821918,0.780821918,1,1,1,1,1,1,1,1,1,1,1,1
176,Maria Lake,0.940307507,0.766656617,0.090443172,0.093457944,0.094362376,0.095568285,0.753994573,0.763340368,0.763943322,1,0.764847754,0.765149231,1,0.834987593,0.633995037,0.631513648,0.635235732,0.633995037,0.82133995,0.794044665,0.794044665,0.812655087,0.832506203,0.837468983,0.028957529,0.453667954,0,0,0,0,0.030888031,1,0.915057915,0.862934363,0.926640927,0.926640927,0.784,0.48,0,0,0,0,0.488,1,0.856,0.792,0.936,0.936,1,0.642447419,0.026768642,0.026768642,0.026768642,0.026768642,0.789674952,0.927342256,0.908221797,0.877629063,0.90248566,0.936902486
177,Marion Lake,0.808730873,0.807020702,0.808010801,0.810441044,0.816741674,0.817371737,0.890189019,0.88469847,0.953465347,0.996489649,0.958415842,1,0.592440427,1,0.320460148,0.302382909,0.286770748,0.281840592,0.359901397,0.439605588,0.375513558,0.489728841,0.438783895,0.578471652,0.798181818,0.870909091,0.823636364,0.834545455,0.823636364,0.810909091,0.829090909,1,0.963636364,0.950909091,0.983636364,0.98,0.787878788,0.808080808,0.797979798,0.797979798,0.777777778,0.848484848,0.909090909,1,0.95959596,0.919191919,0.97979798,0.97979798,1,0.682242991,0.289719626,0.345794393,0.336448598,0.345794393,0.719626168,0.785046729,0.785046729,0.831775701,0.859813084,0.803738318
178,Markgraf Lake,0,0,0.944472746,0.930718288,1,0.952114111,0.500254712,0.499745288,0.498217015,0.498726439,0.49770759,0.519103413,0,0,0.571428571,0.571428571,0.571428571,0.571428571,1,0.571428571,0.357142857,0.214285714,0.142857143,0.107142857,0,0,0,0,0,0,0.272222222,0.280555556,0.994444444,0.991666667,1,0.980555556,0,0,0.042517007,0.013605442,0.013605442,0.013605442,0.027210884,0.020408163,0.993197279,0.986394558,1,0.959183673,0,0,0.533333333,0.547619048,0.257142857,0.514285714,1,0.99047619,0.971428571,0.961904762,0.952380952,0.976190476
179,Markley Lake,0.999541284,0.65733945,0,0,0,0,0.679357798,0.682568807,0.696788991,1,0.714678899,0.736697248,0.414012739,0.076433121,0,0,0,0,0.063694268,0.076433121,0.076433121,1,0.063694268,0.063694268,0,0.296703297,0,0,0,0,0,1,0.901098901,0.714285714,0.967032967,0.989010989,0.14516129,0.322580645,0,0,0,0,0.5,1,0.85483871,0.596774194,0.935483871,0.935483871,1,0.682730924,0,0,0,0,0.670682731,0.694779116,0.710843373,0.714859438,0.730923695,0.730923695
180,Marsh Lake,0.754237288,0.728813559,0.720338983,0.720338983,0.737288136,0.779661017,0.398305085,0.389830508,0.398305085,0.56779661,1,0.957627119,1,1,0.979166667,1,0.979166667,0.916666667,0.875,0.75,0.958333333,0.833333333,0.958333333,0.958333333,0,0,0,0,0,0,0.75,0.75,0.75,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.461538462,0.461538462,0.461538462,0.461538462,0.307692308,0.307692308,0.461538462,0.461538462,0.461538462,0.692307692,0.692307692,1
181,Marshan Lake,0,0.003157895,0.976842105,1,0.950526316,0.96,0.961052632,0.963157895,0.964210526,0.965263158,0.967368421,0.968421053,0,1,0.003365115,0.003365115,0.00224341,0.003365115,0.003365115,0.003365115,0.003365115,0.003365115,0.003365115,0.003365115,0,1,0.612440191,0.775119617,0.784688995,0.794258373,0.650717703,0.650717703,0.660287081,0.679425837,0.698564593,0.698564593,0,0,0.9140625,0.9296875,0.921875,0.921875,0.921875,0.90625,1,1,0.921875,0.921875,0,0,0.927374302,0.905027933,0.810055866,0.82122905,0.988826816,0.994413408,0.988826816,0.966480447,1,0.988826816
182,Martin Lake,0,0.209042866,0.968291251,0.996476806,1,0.986494422,0.981796829,0.982971227,0.989430417,0.991192014,0.990017616,0.990604815,0,1,0.079110821,0.081072246,0.07289964,0.071918928,0.077803204,0.076495587,0.086629618,0.086956522,0.08761033,0.088264139,0,0.019138756,1,0.942583732,0.763157895,0.777511962,0.767942584,0.753588517,0.755980861,0.717703349,0.71291866,0.688995215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.994708995,1,0.952380952,0.952380952,0.857142857,0.873015873,0.904761905,0.904761905,0.904761905,0.873015873
183,Masterman Lake,0,0,0.985074627,0.962686567,0.985074627,1,0.570895522,0.615671642,0.52238806,0.518656716,0.526119403,0.526119403,0,0,0.857142857,0.761904762,0.714285714,0.666666667,0.857142857,1,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0.166666667,0.166666667,0.25,0.166666667,0.666666667,1,0.166666667,0.166666667,0.166666667,0.166666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.516129032,0.516129032,0.258064516,0.5,0.580645161,1,0.516129032,0.483870968,0.516129032,0.467741935
184,Mays Lake,0,0,1,1,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,0.333333333,0,0.333333333,0,0,1,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.571428571,0.571428571,0.357142857,0.714285714,1,1,0.714285714,0.714285714,0.428571429,0.428571429
185,McCarrons Lake,0.928490826,0.931165629,0.97529987,0.98324069,0.986082668,0.978392611,0.999331299,1,0.975508839,0.987629038,0.777949597,0.777239102,0.12244898,0.12244898,0.108843537,0.12244898,0.108843537,0.068027211,1,0.972789116,0.068027211,0.040816327,0.054421769,0,0,0,0,0,0,0,0.479790419,0.479041916,1,0.986526946,0.986526946,0.99251497,0.953846154,1,0.945054945,0.978021978,0.938461538,0.96043956,0.674725275,0.661538462,0.916483516,0.898901099,0.863736264,0.872527473,0.984700974,1,0.966620306,0.95132128,0.968706537,0.991655076,0.439499305,0.438803894,0.92906815,0.917246175,0.883866481,0.817107093
186,McDonald Lake,0,0,0.986463621,0.996615905,0.996615905,1,0.519458545,0.517766497,0.504230118,0.504230118,0.504230118,0.497461929,0,0,0.913043478,1,0.956521739,1,0.782608696,0.869565217,0.434782609,0.434782609,0.434782609,0.52173913,0,0,0,0,0,0,0.5,0.5,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.647058824,0.647058824,0.294117647,0.647058824,1,0.882352941,0.764705882,0.764705882,0.764705882,0.764705882
187,McDonough Lake,0.988222098,0.994952328,0.994765377,0.994391475,0.995139278,0.995139278,0.995887082,0.995887082,0.995887082,0.99551318,0.99551318,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.693877551,0.775510204,0.775510204,0.734693878,0.734693878,0.714285714,0.734693878,0.734693878,0.693877551,1,1,0.87755102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
188,McKnight Lake,0.80952381,0.821428571,1,0.984126984,0.96031746,0.964285714,0.634920635,0.678571429,0.71031746,0.71031746,0.702380952,0.702380952,0.256410256,1,0.230769231,0.230769231,0.205128205,0.205128205,0.192307692,0.192307692,0.179487179,0.192307692,0.192307692,0.192307692,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.6875,0.6875,0.6875,0.6875,0.875,0.875,0.875,0.875,1,0.875,0.9375,0.90625
189,McKusick Lake,0,0,0.988815455,0.980935435,1,0.987544484,0.508896797,0.509405186,0.504575496,0.502796136,0.502796136,0.500254194,0,0,0.411764706,0.411764706,1,0.411764706,0.588235294,0.588235294,0.235294118,0.352941176,0.235294118,0.235294118,0,0,0,0,0.005747126,0,1,1,0.816091954,0.816091954,0.804597701,0.804597701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.790836653,0.756972112,0.394422311,0.790836653,0.964143426,0.960159363,1,0.948207171,0.980079681,0.878486056
190,McMahon Lake,0.774845592,0.537900056,0,0,0,0,0.592363841,0.633071308,0.739752948,1,0.638686131,0.639247614,1,0.62475442,0,0,0,0,0.530451866,0.519318926,0.523903078,0.520628684,0.541584807,0.553372626,0.04,0.226666667,0,0,0,0,0.026666667,0.973333333,0.966666667,0.893333333,0.986666667,1,0,0,0,0,0,0,0.5,1,1,1,1,1,0.508474576,0.457627119,0,0,0,0,0.652542373,0.754237288,0.762711864,0.898305085,0.936440678,1
191,Meadow Lake,0,0.983787513,0.978095895,0.973956537,0.997585374,1,0.99896516,0.997240428,0.998275267,0.783718524,0.782856157,0.80941704,0,0,0,0,1,1,1,1,1,1,1,1,0,0.687096774,0.514516129,0.567741935,1,0.638709677,0.638709677,0.661290323,0.658064516,0.641935484,0.651612903,0.625806452,0,0.574404762,0.55952381,0.55952381,0.62202381,0.547619048,0.553571429,0.55952381,0.541666667,0.547619048,1,0.982142857,0,0.614285714,0.714285714,0.814285714,1,0.942857143,0.942857143,0.942857143,0.9,0.914285714,0.914285714,0.914285714
